title,content
Web开发工程师,熟练掌握CSS
Web开发工程师,熟练掌握一门
算法工程师,精通opencv
算法工程师,熟悉Mablab
算法工程师,熟悉图像分割
嵌入式软件工程师,熟练掌握阅读
嵌入式软件工程师,精通C
嵌入式软件工程师,熟练掌握MCU外围及总线结构
.NET开发工程师,精通SQL
.NET开发工程师,熟练掌握
软件工程师,精通C
android开发工程师,熟悉Android框架及各种特性
android开发工程师,熟悉面向对象编程
android开发工程师,熟悉网络编程
android开发工程师,熟悉Android的线程机制
android开发工程师,熟练掌握使用
android开发工程师,熟悉Git等相关的代码管理工具
android开发工程师,熟悉常用的设计模式
Android开发工程师,熟悉Android
Android开发工程师,熟练掌握Android
Android开发工程师,熟练掌握
Android开发工程师,熟悉Android模块打包
Android开发工程师,熟练掌握使用Git和SVN
Android开发工程师,熟悉一种跨平台应用开发
嵌入式软件工程师,熟悉C语言和Python语言
嵌入式软件工程师,熟悉嵌入式及基于模型的软件开发流程
嵌入式软件工程师,熟悉嵌入式实时操作系统
.NET开发工程师,熟悉从产品需求到测试上线的开发流程
.NET开发工程师,了解微服务
.NET开发工程师,熟悉.NET框架
.NET开发工程师,熟练掌握Git版本管理的使用
.NET开发工程师,熟悉Mysql数据库
算法工程师,熟练掌握使用C++
算法工程师,精通数字图像处理
算法工程师,熟悉深度学习等常用的处理工具
软件工程师,熟悉PC上位机的相关通讯软件设计
软件工程师,熟悉自动化设备上位机软件开发
软件工程师,熟悉行业前沿知识和软件开发的前沿技术
软件工程师,精通Delphi开发语言
软件工程师,熟悉C
软件工程师,熟悉了解
软件工程师,熟悉进程间通信和进程外
软件工程师,熟悉项目管理理论
PHP开发工程师,熟练掌握
Java开发工程师,熟悉常用数据结构
Java开发工程师,熟练掌握html
Java开发工程师,熟悉使用linux
Java开发工程师,熟悉tomcat
Java架构师,精通设计模式
Java架构师,精通MySQL
Java架构师,了解中间件不同版本间的差异
Android开发工程师,熟练掌握Android常用组件
后端开发工程师,熟练掌握使用C++
后端开发工程师,熟悉Linux环境
后端开发工程师,熟练掌握SVN
上位机工程师,熟悉数据库操作及界面设计
上位机工程师,了解串口通讯协议
上位机工程师,熟悉PC上位机的相关通讯软件设计
上位机工程师,熟悉数据仓库基本概念
ROMA开发及实施工程师,熟悉Linux操作系统
ROMA开发及实施工程师,熟悉MySQL数据库的部署和操作
ROMA开发及实施工程师,熟悉SQL常用语法
ROMA开发及实施工程师,熟悉Java编程
ROMA开发及实施工程师,了解Spring框架
ROMA开发及实施工程师,熟悉Eclipse开发环境和工程
ROMA开发及实施工程师,熟悉kafka
实施工程师,熟练掌握使用电脑及相关设备
实施工程师,熟练掌握使用Word
实施工程师,熟悉物流行业仓配作业流程
JAVA开发工程师,精通Java开发
JAVA开发工程师,精通Spring
JAVA开发工程师,熟悉常用设计模式
JAVA开发工程师,熟悉标准的Restful接口
JAVA开发工程师,熟悉mysql
JAVA开发工程师,熟悉Mybatis
JAVA开发工程师,熟悉HTML
游戏数据分析师,精通OFFICE
游戏数据分析师,熟练掌握使用SQL语句
大数据开发工程师,熟悉java
视觉算法工程师,熟练掌握阅读和理解英文资料
嵌入式软件工程师,熟练掌握STM32单片机等的软硬件设计
嵌入式软件工程师,熟悉各种总线协议和通讯接口
嵌入式软件工程师,熟悉STM32系列处理器
嵌入式软件工程师,熟悉嵌入式C编程
C#软件工程师,熟悉C
C#软件工程师,熟悉VS2010或以上版本编译器
Java开发工程师,熟悉面向对象编程思想
Java开发工程师,精通java
Java开发工程师,熟练掌握使用Spring
Java开发工程师,熟悉html
Java开发工程师,熟悉jquery
Java开发工程师,精通Web
Java开发工程师,熟悉设计模式
Java开发工程师,熟悉jvm原理和java性能调优
Android开发工程师,精通Android开发平台及框架原理
Android开发工程师,精通Java语言
Android开发工程师,熟练掌握数据结构
Android开发工程师,熟悉流行的Android开发框架
Android开发工程师,熟练掌握应用网络api
Android开发工程师,熟悉socket
Android开发工程师,熟悉常用的设计模式
Android开发工程师,了解数据库存储
软件工程师,熟练掌握使用C
软件工程师,精通STL和设计模式
软件工程师,熟练掌握使用
软件工程师,熟悉新产品开发流程
MES工程师,熟练掌握JAVA编程语言
MES工程师,了解制造型企业生产管理流程
MES工程师,熟悉MES系统业务及IT相关专业知识
游戏UI设计师,精通Photoshop软件
需求工程师,熟悉计算机硬件
IOS苹果开发工程师,精通Objective-C
IOS苹果开发工程师,熟悉面向对象化编程思想和设计模式
IOS苹果开发工程师,熟练掌握
IOS苹果开发工程师,精通iOS架构设计及内核机制
IOS苹果开发工程师,了解WebAPP开发的核心技术
IOS苹果开发工程师,熟悉浏览器内核技术
Python开发工程师,熟练掌握使用Python
Python开发工程师,熟练掌握使用常用数据库和数据抓取技术
Android开发工程师,精通Android开发平台框架原理
Android开发工程师,熟悉Android
Android开发工程师,熟练掌握Android
Android开发工程师,了解四大基础组件及生命周期
生物信息算法工程师,熟练掌握python
生物信息算法工程师,熟悉Linux操作系统
生物信息算法工程师,熟悉并行计算
生物信息算法工程师,熟悉数据结构和算法
生物信息算法工程师,了解基因组学的数据分析方法
生物信息算法工程师,熟练掌握常用生物信息学比对软件
嵌入式软件工程师,熟悉电机控制原理
嵌入式软件工程师,精通C
嵌入式软件工程师,熟练掌握使用VS
软件测试工程师,精通常用软件测试工具
软件测试工程师,熟悉测试的流程
软件测试工程师,熟练掌握产品需求
软件测试工程师,熟悉测试流程和测试用例设计方法
大数据开发工程师,精通yarn
大数据开发工程师,熟练掌握
大数据开发工程师,熟练掌握
大数据开发工程师,熟练掌握
大数据开发工程师,熟练掌握
大数据开发工程师,熟练掌握java
系统工程师,熟悉SQL编程
系统工程师,熟悉js
系统工程师,熟悉webservice应用
算法工程师,精通SQL
算法工程师,熟悉统计类语言
算法工程师,熟练掌握
PHP开发工程师,熟悉PHP开发
PHP开发工程师,熟悉LNMP开发环境
PHP开发工程师,熟练掌握PHP面向对象编程
PHP开发工程师,熟悉Linux
PHP开发工程师,熟悉html
PHP开发工程师,熟练掌握使用C
PHP开发工程师,熟悉Git
PHP开发工程师,熟悉memcache
PHP开发工程师,熟悉JAVA语言
.NET开发工程师,熟悉数据库编程
.NET开发工程师,精通数据库应用
.NET开发工程师,熟悉SQLServer数据库
.NET开发工程师,熟练掌握.netFramework
Java开发工程师,精通主流设计模式和编程思想
Java开发工程师,熟练掌握使用Spring
Java开发工程师,熟练掌握主流开源技术栈
Java开发工程师,熟悉Oracle
Java开发工程师,了解前端框架
软件工程师,熟悉嵌入式开发
软件工程师,熟练掌握常用开发工具和调试手段
软件工程师,精通C语言编程
软件工程师,熟悉ARM
软件工程师,熟悉各种通讯协议
前端开发工程师,精通HTML
前端开发工程师,熟悉页面架构和布局
前端开发工程师,熟练掌握Java编程语言
前端开发工程师,了解以下一种数据库
前端开发工程师,熟悉HTTP协议及缓存
前端开发工程师,了解基本的浏览器渲染及网络传输过程
前端开发工程师,熟悉React前端开发框架
前端开发工程师,熟练掌握React
前端开发工程师,了解UmiJS应用框架
软件开发工程师,熟悉操作Linux
软件开发工程师,熟悉数据结构
软件开发工程师,熟悉算法
软件开发工程师,熟悉TCP
协议工程师,熟练掌握使用
图像算法工程师,精通图像处理的基本理论和算法知识
图像算法工程师,熟练掌握使用OpenCV
图像算法工程师,熟练掌握使用C
图像算法工程师,熟悉软件工程
图像算法工程师,熟悉图像处理
图像算法工程师,熟练掌握C
软件工程师,熟练掌握高级语言
软件工程师,熟练掌握自动化运动控制原理
软件工程师,了解自动控制逻辑原理
软件工程师,熟练掌握SQL等数据库语言
软件工程师,了解数据库优化
软件工程师,熟悉TCP
数据分析师,熟悉Java等相关开发语言
需求分析工程师,熟练掌握使用Axure
需求分析工程师,熟练掌握进行产品原型设计
Java开发工程师,熟悉Mybatis框架
Java开发工程师,熟练掌握使用Spring
Java开发工程师,熟悉Netty并能够熟练编程
Java开发工程师,熟练掌握多线程及高性能的设计与编码
Java开发工程师,熟悉分布式系统的开发模式
Java开发工程师,了解常用的中间件的原理
Java开发工程师,熟练掌握MySQL或常见NoSQL
Java开发工程师,熟悉linux各项基本操作
Java开发工程师,熟练掌握一门脚本语言
Java开发工程师,熟悉git
嵌入式软件验证工程师,熟悉C
嵌入式软件验证工程师,精通C
嵌入式软件验证工程师,了解编译原理
客户端性能优化工程师,熟悉unity渲染机制
客户端性能优化工程师,精通unity大场景制作规范
java开发工程师,熟悉公司各项产品的设计流程
java开发工程师,精通Java
java开发工程师,熟悉mysql数据库有一定使用经验
java开发工程师,熟悉redis
软件工程师,熟悉C#或Java等开发语言
软件工程师,熟悉Struts2
软件工程师,熟悉的
软件工程师,熟练掌握SQL
软件工程师,熟悉Solr
Java开发工程师,精通java后台开发
Java开发工程师,熟练掌握常用设计模式和主流设计工具
Java开发工程师,熟悉Spring体系架构
Java开发工程师,熟悉掌握主流开源架构
Java开发工程师,熟悉掌握
Java开发工程师,熟悉一种主流关系型数据库
Java开发工程师,熟悉主流的Gis开发平台与工具
算法工程师,熟悉常用的控制算法PID
算法工程师,熟悉VC++
图像识别工程师,熟悉图像处理
图像识别工程师,熟练掌握C
图像识别工程师,熟悉OpenCV
Ruby开发工程师,熟悉常用gem的使用
Ruby开发工程师,熟悉关系型数据库MySQL
Ruby开发工程师,熟悉PostgreSQL
Ruby开发工程师,了解非关系型数据库如MongoDB
Ruby开发工程师,熟悉Redis
Ruby开发工程师,熟悉部署流程
Ruby开发工程师,熟悉Webpack
Ruby开发工程师,熟悉Rspec等白盒测试及Git
Web前端开发工程师,熟练掌握JavaScript
Web前端开发工程师,熟悉HTML5
网络架构工程师,熟悉网站架构的设计开发与维护
网络架构工程师,熟悉互联网领域开元软件
网络架构工程师,熟悉流媒体相关协议和实现方式
软件研发工程师,熟练掌握使用C++或c#软件
软件研发工程师,熟练掌握通讯
研发工程师,熟悉分布式系统的设计和应用
研发工程师,熟练掌握使用SQL
研发工程师,熟悉MySQL
开发工程师Java,熟悉各种Web前端技术和标准
开发工程师Java,熟悉页面布局常用解决方案
开发工程师Java,熟悉Web前端编程
开发工程师Java,熟练掌握使用JQuery等主流技术
开发工程师Java,熟悉Oracle
开发工程师Java,熟悉常见的数据结构和算法
Java开发工程师,熟悉设计模式
Java开发工程师,熟悉Spring
Java开发工程师,熟悉Mysql等常用数据库开发及调优
Java开发工程师,熟悉Tomcat及Linux操作系统
Java开发工程师,熟练掌握应用
Java开发工程师,熟悉微服务架构
天线研发工程师,熟悉天线工作原理
天线研发工程师,熟悉天线各项技术指标的设计与调试方法
天线研发工程师,熟练掌握使用
天线研发工程师,熟练掌握使用
软件开发工程师,熟悉C++
软件开发工程师,了解C和C#
软件开发工程师,了解软件设计模式
软件开发工程师,熟练掌握SQL语句
软件开发工程师,熟悉主流数据库管理系统及工具
软件开发工程师,了解软件测试驱动开发流程
嵌入式软件工程师,熟练掌握C语言编程及汇编语言
嵌入式软件工程师,熟悉STM32系列
嵌入式软件工程师,熟悉一种嵌入式操作系统
嵌入式软件工程师,了解嵌入式硬件电路的基础知识
嵌入式软件工程师,精通ARM
嵌入式软件工程师,熟悉常用的数据结构及算法应用
嵌入式软件工程师,熟悉CAN总线
帆软报表开发工程师,精通sqlserver
运维工程师,精通Linux操作系统
运维工程师,熟练掌握
运维工程师,熟练掌握TCP
运维工程师,熟悉Nginx
运维工程师,熟悉redis集群
运维工程师,熟悉hadoop
运维工程师,熟悉shell脚本
运维工程师,熟悉c
运维工程师,熟悉mysql
运维工程师,熟悉docker容器简单的部署应用
运维工程师,熟悉jenkins
Java开发工程师,熟悉JAVA
Java开发工程师,熟练掌握使用Eclipse等开发工具
Java开发工程师,熟练掌握使用Spring
Java开发工程师,精通SQL语言
智能穿戴软件架构师,精通嵌入式软件开发
智能穿戴软件架构师,精通嵌入式OS设计
智能穿戴软件架构师,精通C
智能穿戴软件架构师,精通智能手表软件开发
智能穿戴软件架构师,精通Android
智能穿戴软件架构师,精通Java
智能穿戴软件架构师,熟练掌握穿戴-手机-云全系统协调设计
软件实施工程师,熟悉Shell脚本
软件实施工程师,熟悉Git
软件实施工程师,熟悉Linux操作系统
Unity3D软件工程师,熟练掌握C#或C++其中一门语言
Unity3D软件工程师,熟练掌握常用的数据结构和算法
上位机软件工程师,熟悉各种主流的硬件板卡的应用
上位机软件工程师,精通各种主流通讯接口和协议
上位机软件工程师,熟悉串口
上位机软件工程师,熟悉MFC
上位机软件工程师,熟练掌握网络编程算法
前端开发工程师,熟悉使用Vuex
前端开发工程师,熟练掌握使用webpack
前端开发工程师,熟练掌握HTML
前端开发工程师,熟悉ES6特性
前端开发工程师,熟练掌握CSS3
前端开发工程师,熟练掌握微信小程序的开发技术
Java开发工程师,精通Jsp开发
Java开发工程师,熟悉ibatis
Java开发工程师,精通SQL
Java开发工程师,熟悉oracle或DB2
Java开发工程师,熟悉一种
系统运维工程师,熟练掌握Jenkins
系统运维工程师,熟悉SVN
系统运维工程师,熟悉mysql
系统运维工程师,熟悉CI
系统运维工程师,熟悉Docker
Java开发工程师,了解操作系统工作方式
Java开发工程师,熟悉HTML5
Java开发工程师,熟悉JAVA常用开发框架
Java开发工程师,熟悉C#常用开发框架
软件工程师,熟悉IO
软件工程师,熟悉Java
软件工程师,熟悉J2EE规范
软件工程师,熟悉http协议
软件工程师,熟悉分布式系统开发
软件工程师,熟悉Linux操作系统
软件工程师,熟练掌握使用Oracle
软件工程师,熟练掌握阅读
系统开发工程师,熟练掌握Oracle
系统开发工程师,熟练掌握Java基础开发技能
Node.js开发工程师,熟悉C++
嵌入式软件工程师,精通C
嵌入式软件工程师,精通软件开发技术和流程
嵌入式软件工程师,精通8位或32位单片机嵌入式软件开发
嵌入式软件工程师,精通接口软件设计
算法工程师,精通C
Unity3d开发工程师,熟练掌握使用
Unity3d开发工程师,熟练掌握使用
Unity3d开发工程师,精通C#
Unity3d开发工程师,熟练掌握
Unity3d开发工程师,熟悉Unity
嵌入式研发工程师,精通编程
嵌入式研发工程师,熟悉掌握电力规约
嵌入式研发工程师,了解Oracle
嵌入式研发工程师,熟练掌握阅读
嵌入式研发工程师,了解模拟
嵌入式研发工程师,了解UART
嵌入式研发工程师,熟练掌握应用AD制图软件
嵌入式研发工程师,熟练掌握应用CAD工程制图
计算机教师,熟练掌握办公软件和互联网的使用技巧
.NET开发工程师,熟悉Javascript
Java开发工程师,精通Java及面向对象设计开发
Java开发工程师,精通数据库设计
Java开发工程师,熟练掌握使用GIT或SVN版本管理
Java开发工程师,熟练掌握使用Html
.net软件开发工程师,精通.Net
.net软件开发工程师,熟练掌握使用
.net软件开发工程师,熟练掌握编写存储过程
.net软件开发工程师,熟练掌握运用HTML
Android开发工程师,熟练掌握使用
Android开发工程师,熟练掌握Android
Android开发工程师,熟练掌握Android的API
Android开发工程师,熟悉xml
Android开发工程师,熟练掌握使用缓存图片等框架经验
QT软件工程师,熟悉C
QT软件工程师,熟悉QT应用开发框架
QT软件工程师,熟悉QT应用程序图形界面开发
视觉算法工程师,熟悉深度学习
视觉算法工程师,熟练掌握C++
视觉算法工程师,熟练掌握运用OpenCV算法库
资深PHP工程师,精通PHP开发语言
资深PHP工程师,熟悉面向对象的软件设计方法
资深PHP工程师,精通MySQL
资深PHP工程师,精通SQL优化
资深PHP工程师,精通Redis
资深PHP工程师,熟练掌握
资深PHP工程师,熟悉Web
资深PHP工程师,熟悉PHP
软件开发工程师,熟悉并深入理解三层以上开发模式
软件开发工程师,熟练掌握使用SQL
软件开发工程师,精通SQL语言
软件开发工程师,熟悉存储过程
软件开发工程师,熟练掌握使用
IOS研发工程师,熟练掌握使用基础高级控件的使用
IOS研发工程师,熟悉IM
IOS研发工程师,熟练掌握微信
IOS研发工程师,熟练掌握使用自动布局
IOS研发工程师,熟悉推送
IOS研发工程师,熟练掌握objective-c
IOS研发工程师,熟悉swift
高速接口协议软件工程师,熟练掌握相关方向所需仪器和设计软件的使用
软件开发工程师,熟练掌握C#语言
软件开发工程师,熟悉面向对象编程思想
BI架构师,了解业务
BI架构师,精通数据仓库相关技术架构
BI架构师,熟练掌握
BI架构师,熟练掌握Oracle
BI架构师,熟练掌握一种ETL工具
java&.net工程师,熟悉J2EE规范
java&.net工程师,熟练掌握Java编程技术
java&.net工程师,熟练掌握使用SpringMVC
java&.net工程师,熟练掌握.net底层原理
java&.net工程师,熟练掌握.net
java&.net工程师,熟练掌握使用
java&.net工程师,熟练掌握使用Oracle
java&.net工程师,熟练掌握SQL
java&.net工程师,熟练掌握使用Tomcat
java&.net工程师,熟练掌握搭建Linux开发测试环境
java&.net工程师,熟练掌握Shell
java&.net工程师,熟练掌握常用设计模式
IDC运维工程师,熟悉mssql
动力学仿真设计工程师,熟悉实验数据处理
动力学仿真设计工程师,熟练掌握应用matlab
大数据开发工程师,熟练掌握数据仓库的选型与搭建
大数据开发工程师,精通SQL
大数据开发工程师,熟练掌握shell自动化脚本的开发和调用
大数据开发工程师,熟练掌握docker
大数据开发工程师,熟悉Linux平台开发
.NET开发工程师,熟悉.NET开发技术
.NET开发工程师,精通C
.NET开发工程师,熟悉面向对象编程和多层架构的开发
.NET开发工程师,熟悉SQLSERVER
.NET开发工程师,熟练掌握T-SQL语句及存储过程等编程
.NET开发工程师,熟悉HTML
.NET开发工程师,熟悉TCP
.NET开发工程师,熟悉XML
大数据开发工程师,熟悉大数据解决方案
大数据开发工程师,精通软件编程中的一种或多种语言
大数据开发工程师,熟悉Linux系统
大数据开发工程师,熟练掌握地
大数据开发工程师,熟练掌握使用shell
机器视觉开发工程师,熟悉工控行业相关器件
机器视觉开发工程师,熟悉.net
机器视觉开发工程师,熟练掌握使用C#
机器视觉开发工程师,熟悉相机
机器视觉开发工程师,熟悉串口
Android工程师,熟练掌握使用JNI开发
Android工程师,熟悉Android系统各种特性
Android工程师,熟悉常见外设接口
Java架构师,熟悉Linux常用操作命令
Java架构师,精通Java语言编程
Java架构师,精通Spring
Java架构师,精通多线程编程
Java架构师,熟练掌握常用的设计模式
Java架构师,熟悉JVM
Java架构师,熟悉常用的关系数据库Oracle
Java架构师,熟悉至少一种nosql数据库
Java架构师,熟练掌握使用CSS
Java架构师,熟悉单元测试和性能测试技术
Java架构师,熟悉Memcached
Java架构师,熟悉常用的设计模式
软件算法工程师,熟悉C语言
图像算法工程师,熟练掌握光学图像处理等基础原理
图像算法工程师,精通二维图像处理通用算法
图像算法工程师,熟练掌握使用绘图软件进行图像数据分析处理
系统工程师,熟悉行业业务流程
系统工程师,熟悉服饰行业ERP系统
软件测试工程师,熟悉常用操作系统
软件测试工程师,熟练掌握操作常见数据库
软件测试工程师,熟练掌握使用常用脚本语言
软件测试工程师,熟练掌握使用
软件测试工程师,熟练掌握使用
嵌入式软件工程师,熟悉嵌入式软件开发流程和方法
嵌入式软件工程师,熟练掌握编写STM32等各种单片机代码
嵌入式软件工程师,熟悉嵌入式linux
嵌入式软件工程师,熟练掌握驱动开发
PHP开发工程师,熟练掌握使用thinkphp
PHP开发工程师,了解YIIPHP
PHP开发工程师,熟悉各主流框架
Android系统工程师,熟悉Java
Android系统工程师,熟悉Android平台开发移植
Android系统工程师,熟悉Android开发
Android系统工程师,熟悉Android
Android系统工程师,熟悉基于Linux环境
Java开发工程师,精通JAVA语言及JDK
Java开发工程师,熟悉一种其他服务端开发语言
Java开发工程师,熟悉分布式
Java开发工程师,熟悉SQL数据库
Java开发工程师,熟悉OO
Java开发工程师,熟悉UML建模
前端开发工程师,熟练掌握HTML5
前端开发工程师,熟练掌握python编程
软件测试工程师,了解行业
软件测试工程师,熟悉python语言
软件测试工程师,熟悉Linux
软件测试工程师,熟悉Git的使用
软件测试工程师,熟悉自动化测试流程和框架
软件测试工程师,熟练掌握使用LoadRunner
软件测试工程师,熟悉自动化测试
Web前端开发工程师,熟练掌握应用vue的周边资源
Web前端开发工程师,熟练掌握H5
Web前端开发工程师,熟悉webpack
Web前端开发工程师,了解前端工程化
Web前端开发工程师,熟悉git
Web前端开发工程师,了解HTTP协议
Java开发工程师,熟悉Spring框架
Java开发工程师,了解其实现原理
Java开发工程师,精通SQL语法.5
Java开发工程师,了解主流的前端框架
Java开发工程师,熟悉设计模式
软件工程师,熟悉微信公众平台开发流程
软件工程师,熟练掌握HTML
软件工程师,熟悉当前互联网的流行应用
软件需求分析师,熟练掌握使用工具进行需求分析文档撰写
QT应用软件工程师,熟悉RS485
QT应用软件工程师,熟练掌握使用
app安全工程师,熟悉Linux
app安全工程师,了解信息安全基础知识
Java开发工程师,熟悉多线程编程
Java开发工程师,熟练掌握使用c
Java开发工程师,熟悉linux
Java开发工程师,熟练掌握SQL
Labview软件工程师,熟练掌握使用Labview编程
Labview软件工程师,熟悉电器及自动化元器件
Labview软件工程师,熟练掌握使用
嵌入式软件工程师,精通C语言
嵌入式软件工程师,熟悉ARM
嵌入式软件工程师,熟悉SPI
软件工程师,熟练掌握运用C#语言
软件工程师,熟悉oracle
Android开发工程师,精通Android手机平台
Android开发工程师,了解Android平台
大数据开发工程师,熟悉Hadoop体系架构
大数据开发工程师,了解体系架构各组件的优缺点
大数据开发工程师,精通或熟悉常见RDBMS
大数据开发工程师,熟悉数据治理相关流程
大数据开发工程师,了解业界的数据管理方法论
Android开发工程师,熟练掌握使用
Android开发工程师,熟悉HTML
机器视觉算法工程师,精通C
机器视觉算法工程师,熟练掌握OpenCV或HALCON平台
机器视觉算法工程师,熟悉Tensorflow
机器视觉算法工程师,熟悉图形图像和机器学习理论
机器视觉算法工程师,熟悉深度学习
交互设计师,熟练掌握使用Axure
交互设计师,熟悉Android
交互设计师,熟悉用户研究方法
交互设计师,熟悉CMMI敏捷开发体系流程
爬虫开发工程师,熟悉采集系统的调度策略
爬虫开发工程师,熟练掌握使用Python
爬虫开发工程师,熟练掌握使用正则表达式
爬虫开发工程师,熟练掌握使用MySQL数据库
爬虫开发工程师,熟练掌握redis
爬虫开发工程师,熟悉各种抓取技术
爬虫开发工程师,熟悉整个爬虫的设计及实现流程
爬虫开发工程师,熟悉反爬虫技术
自动化测试开发工程师,熟练掌握python或Java语言
自动化测试开发工程师,熟悉sql语法和常见数据库
自动化测试开发工程师,熟悉自动化测试
Perl开发工程师,精通perl语言
Perl开发工程师,熟悉VMWare
前端软件开发工程师,精通HTML
前端软件开发工程师,熟悉页面架构和布局
前端软件开发工程师,精通JavaScript
前端软件开发工程师,熟练掌握使用vuex模块化
前端软件开发工程师,精通vue
前端软件开发工程师,精通组建的开发
前端软件开发工程师,熟悉jquery
前端软件开发工程师,熟悉stylus
前端软件开发工程师,熟悉html5
前端软件开发工程师,熟悉web
前端软件开发工程师,熟悉模块
前端软件开发工程师,熟悉前端mvc模式及mvvm模式
前端软件开发工程师,了解后端实现
前端软件开发工程师,熟练掌握使用git
软件工程师,精通C#语言
JAVA开发工程师,精通Java及Spring
JAVA开发工程师,了解其原理和实现机制
JAVA开发工程师,精通SQL
JAVA开发工程师,熟练掌握使用MySQL
JAVA开发工程师,熟悉Redis
JAVA开发工程师,了解各自的优缺点以及使用场景
JAVA开发工程师,熟悉Linux操作系统
JAVA开发工程师,熟悉Tomcat等应用服务器
嵌入式软件工程师,熟悉熟练使用嵌入式Linux开发
嵌入式软件工程师,熟练掌握使用Linux
嵌入式软件工程师,熟练掌握I2C
嵌入式软件工程师,熟悉ARM体系结构
嵌入式软件工程师,熟悉QT
嵌入式软件工程师,熟练掌握使用一种
嵌入式软件工程师,熟练掌握ARM平台
U3D开发工程师,精通Unity
区块链开发工程师,熟练掌握两种以上编程语言
区块链开发工程师,熟悉Linux及相关脚本编程开发
区块链开发工程师,熟悉区块链相关技术及概念
区块链开发工程师,了解区块链开源项目
区块链开发工程师,了解各种加密算法
区块链开发工程师,熟练掌握地分布式网络和存储等相关技术
软件工程师,熟悉c#语言
软件工程师,熟悉工厂流程
功能测试工程师,熟练掌握软件测试流程
产品架构师,熟练掌握数据库
产品架构师,精通面向对象分析设计方法
产品架构师,熟练掌握如何设计系统的架构及完整解决方案
PHP开发工程师,精通PHP+MYSQL编程
PHP开发工程师,熟练掌握使用Java
PHP开发工程师,熟悉memcache
PHP开发工程师,了解后端性能优化
PHP开发工程师,精通主流MVC开发模式
PHP开发工程师,熟练掌握使用主流框架
PHP开发工程师,熟悉swoft-cloud
PHP开发工程师,熟练掌握操作Linux系统
PHP开发工程师,熟悉常用命令
软件开发工程师,精通C#语言
软件开发工程师,熟练掌握应用C#语言
软件开发工程师,熟悉以上一种接口
机器视觉软件开发工程师,了解图像理论的基础知识
机器视觉软件开发工程师,熟练掌握几何学基本知识
机器视觉软件开发工程师,熟练掌握winform开发模式
机器视觉软件开发工程师,熟悉各种控件的使用
嵌入式软件工程师,熟悉电子电路设计和测试方法
嵌入式软件工程师,熟悉有关通信协议规程
前端工程师,熟练掌握使用
PHP开发工程师,熟悉HTML
单片机开发工程师,熟悉主流单片机系统架构及工作原理
单片机开发工程师,熟悉C
单片机开发工程师,精通8位单片机和32位单片机开发
单片机开发工程师,熟练掌握C
软件实施工程师,熟悉MYSQL
嵌入式软件开发工程师,熟悉掌握
嵌入式软件开发工程师,熟悉ARM架构
嵌入式软件开发工程师,熟悉Linux
嵌入式软件开发工程师,熟悉嵌入式软件接口规范
嵌入式软件开发工程师,熟悉嵌入式软件设计方法
嵌入式软件开发工程师,精通计算机原理
嵌入式软件开发工程师,熟悉TCP
嵌入式软件开发工程师,熟悉socket编程
嵌入式软件开发工程师,了解WiFi及无线通讯
PHP开发工程师,精通mysql设计模式
PHP开发工程师,精通PHP相关技术和框架
PHP开发工程师,熟悉MySQL的数据库设计和开发
PHP开发工程师,熟悉撰写sql
PHP开发工程师,了解数据库性能
Java开发工程师,熟练掌握Mysql
Java开发工程师,精通VUE
Java开发工程师,精通VUE
Java开发工程师,了解前端技术
Java开发工程师,熟练掌握javascript
Java开发工程师,熟悉Springboot
Java开发工程师,熟悉Spring
Java开发工程师,熟练掌握
软件工程师,熟悉ARM架构
软件工程师,熟练掌握运用ADS等IDE工具
软件工程师,熟悉ucOS等嵌入式操作系统
软件工程师,精通C
软件工程师,熟悉Linux
前端开发工程师,熟悉掌握JavaScript
前端开发工程师,熟悉前端框架
前端开发工程师,熟悉npm包管理
前端开发工程师,熟练掌握前端构建工具
前端开发工程师,熟悉安卓
前端开发工程师,熟悉前后端分离的开发模式
PHP开发工程师,熟悉PHP面向对象
PHP开发工程师,熟悉MVC原理
PHP开发工程师,熟悉mysql数据库优化
嵌入式软件工程师,熟练掌握C
嵌入式软件工程师,熟悉多线程
unity3d开发工程师,熟悉Unity3D引擎开发技术
unity3d开发工程师,熟练掌握使用Unity3D编辑器
unity3d开发工程师,熟悉游戏客户端逻辑开发
软件工程师,熟练掌握C和C++编程语言
软件工程师,了解RTOS内核管理及应用
图形软件开发工程师,熟悉QT界面开发
图形软件开发工程师,熟悉OpenGL
PHP后端开发工程师,精通PHP语言
PHP后端开发工程师,熟练掌握运用主流MVC框架
PHP后端开发工程师,熟悉Javascript
PHP后端开发工程师,熟悉mysql数据库
PHP后端开发工程师,熟悉PHP语言
PHP后端开发工程师,熟悉缓存机制
Linux开发工程师,熟悉和掌握常用的设计模式
Linux开发工程师,熟悉Linux软件设计调试开发过程
Linux开发工程师,了解常用ARM平台
Linux开发工程师,了解整体框架
C#开发工程师,熟悉WinForm窗体开发
C#开发工程师,了解WPF
C#开发工程师,熟悉常见技术
C#开发工程师,了解后端开发技术
C#开发工程师,熟练掌握关系型数据库
软件工程师,精通c语言
软件工程师,熟悉STM32芯片开发
软件工程师,熟练掌握阅读英文文档
软件工程师,精通C++
软件工程师,熟悉网络通讯
软件工程师,熟悉成像及视觉算法的底层开发
嵌入式软件工程师,熟悉C
嵌入式软件工程师,精通数据结构
嵌入式软件工程师,熟悉MCU
嵌入式软件工程师,熟练掌握使用IAR
