,title,content
3043,UI设计师,精通PS
3044,Java开发工程师,熟悉web开发/掌握HTML/熟悉CommonJS规范/熟悉SOA/熟悉主流数据库开发
3045,虚拟化工程师,熟练掌握linux/了解计算机网络相关知识/熟练掌握Shell脚本编程
3046,系统分析师,精通C#/精通MS
3047,系统开发工程师,掌握Tomcat/掌握Oracle/掌握微信/掌握HTML/熟悉AJAX/熟练使用Maven
3048,BIOS工程师,熟悉C语言/熟悉UEFI规范/熟悉LINUX系统/熟悉arm体系/熟悉linux内核/熟悉UBOOT/熟悉PC/熟悉PC/熟悉Linux操作系统/熟悉常用Linux命令/熟悉调试工具的使用
3049,图像算法工程师,熟悉C/熟悉GPU编程/熟悉常用医学影像处理算法/了解DICOM标准
3050,Java开发工程师,熟悉jvm/熟练掌握Spring/熟悉各种设计模式/熟悉MySQL数据库有数据库调优经验/熟悉整个软件过程
3051,图像算法工程师,掌握C/熟悉神经网络
3052,微服务架构师,熟练掌握java开发语言/熟悉Linux系统/熟悉分布式/了解Git或svn版本管理工具/熟悉常见容器技术其中之一/熟悉mysql/熟练使用/掌握Spring/熟悉http协议
3053,软件工程师,熟练使用C++语言/熟练使用Qt平台/熟悉敏捷开发流程和相关的方法论/了解医疗器械软件研发的相关流程
3054,PDMS开发工程师,熟悉PDMS操作与管理
3055,MES工程师,熟练掌握C#或Java编程语言/熟练掌握/熟练使用SQL
3056,Linux运维工程师,熟悉网络基本常识/熟悉网络架构/熟悉主流网络设备安装维护/熟悉虚拟化技术
3057,Java开发工程师,熟悉面向对象思想/精通编程/精通springmvc/熟悉主流数据存储技术/熟悉vue
3058,软件工程师,熟练掌握VB等开发工具/熟练ASP.NET
3059,智能化设计师,掌握AutoCAD制图
3060,软件工程师,熟悉软件开发流程/精通C/精通数据结构/熟练掌握/熟悉TCP/熟悉Linux嵌入式操作系统/掌握嵌入式集成开发环境和软件调试工具
3061,数据库工程师,熟悉Oracle/熟悉sqlldr工具以及ctl脚本/熟悉VB
3062,嵌入式软件工程师,熟悉软件开发流程/精通C/精通数据结构/熟悉ARM处理器架构/掌握嵌入式交叉编译环境和软件调试工具/熟悉Linux/熟悉相关的总线和网络协议
3063,Java开发工程师,熟悉Eclipse集成开发环境/熟悉Js/熟悉SQL语句的编写/熟悉物流自动化设备运行机制/熟悉WMS仓库管理软件
3064,大数据工程师,熟悉Hadoop主要组件/熟悉Hbase/了解NoSQL数据库/熟悉分布式存储
3065,JAVA开发工程师,熟悉项目开发流程/精通Java编程语言/熟练掌握JSP/熟悉J2EE设计模式/熟悉Spring/熟练Tomcat/熟练应用
3066,图像算法工程师,熟悉计算机视觉/熟练掌握OpenCV等图像算法库/熟悉深度学习的基础理论和主流算法/掌握一种以下几种深度学习框架/熟悉图像滤镜算法原理
3067,IT工程师,精通W
3068,软件研发工程师,精通Java开发技术/熟悉Java/了解Spring/掌握html/熟悉主流数据库/了解开源快速开发平台/掌握软件工程的基本原理/掌握新知识
3069,C#开发工程师,熟练掌握C++/了解常用设计模式/熟悉sqlserver/熟练使用dcmtk
3070,Android驱动工程师,熟悉常用的串口通讯协议和硬件接口/精通C语言编程
3071,Java开发工程师,了解熟悉
3072,BIOS开发工程师,掌握C/熟悉UEFI/熟悉Windows操作系统
3073,客户端软件工程师,熟悉Electron框架/熟悉文件操作/熟悉Webpack/熟悉ES6标准
3074,java开发工程师,掌握spring/掌握html/熟悉操作linux环境/熟悉MySQL数据库
3075,SAP运维工程师,熟练使用SQL
3076,人工智能工程师,精通Python/熟悉OpenCV
3077,大数据开发工程师,熟悉Hadoop/精通SQL/熟悉常用的关系型数据库/熟练进行Java代码编写/了解微服务/熟悉常见设计模式/熟练掌握/熟悉linux环境和命令
3078,软件工程师,掌握C语言/了解C#/了解机器视觉硬件构成/熟练阅读英文文献
3079,脑电工程师,精通滤波器设计与实现/熟悉MATLAB等相关的建模仿真工具
3080,PHP开发工程师,精通PHP/熟练使用thinkphp/熟悉OOP编程/了解常用的设计模式/熟悉MySQL数据库/熟悉javascript/熟悉Git
3081,算法工程师,精通C
3082,Java开发工程师,掌握Java/熟悉Java数据结构和设计模式/精通Java/熟练运用/熟悉主流数据库/熟练使用SQL语言编程
3083,需求分析师,熟悉建筑行业业务/熟练使用SVN
3084,Android开发工程师,熟悉java/熟悉Android框架原理/熟悉Android下网络通信机制
3085,数据库开发工程师,熟悉Oracle/熟练使用DB2
3086,Java开发工程师,熟练使用JAVA语言/熟悉WEB应用项目开发/熟悉SQL
3087,Java开发工程师,熟练掌握Spring/熟悉MySQL/掌握Linux相关命令/掌握HTML5/熟悉VUE
3088,Java开发工程师,熟练掌握Spring/熟悉MySQL/掌握Linux相关命令/掌握HTML5/熟悉VUE
3089,Linux驱动工程师,精通Linux内核平台适配移植/熟悉Linux/熟悉Linux内核框架/熟悉Linux内核内存管理机制/熟悉应用层对驱动的需求/熟悉常用的应用层与内核层的通讯方式/熟练阅读datasheet
3090,软件工程师,精通C#/熟悉各品牌PLC通讯协议以及总线协议/了解客户需要
3091,软件工程师,熟悉WinForm/熟练使用SQL/熟悉设计模式/熟悉规范的软件开发流程/熟悉敏捷开发模式/熟悉制造业生产流程
3092,软件工程师,熟悉万用表/熟悉NI或研华PXI模块开发/熟悉labview/了解RS232
3093,网络运维工程师,熟悉web系统的部署架构/掌握一般的网络知识/熟练掌握linux/熟练掌握oracle
3094,Java开发工程师,熟练应用/熟练应用
3095,嵌入式软件工程师,精通C
3096,.NET开发工程师,精通C#语言/熟练使用/熟练使用SQL
3097,数据分析工程师,熟练使用SQL数据库/精通SQL/熟悉常用的数据库
3098,软件工程师,熟悉Vue/精通javascript
3099,嵌入式软件工程师,熟悉C/熟悉常见通信接口
3100,Revit二次开发工程师,熟悉Revit及其API/精通C#语言和.Net框架
3101,软件开发工程师,熟练掌握51单片机C语言编程/熟悉掌握
3102,UI设计师,熟练使用一种以上设计类软件/熟悉HTML
3103,软件工程师,熟悉C
3104,Java开发工程师,精通Java语言/熟练应用/精通SQL/熟悉Oracle
3105,php后端工程师,熟悉PHP程序开发/熟悉PHP项目框架
3106,Java开发工程师,熟练使用plsql工具
3107,软件开发工程师,熟悉.net框架/熟悉Web编程/熟练掌握一种主流的Web框架/熟悉html/熟悉SQL/熟悉面向对象思想/精通编程/熟悉应用服务器
3108,.NET开发工程师,精通Html/精通SQL/精通SQL语句/熟练编写存储过程/熟练使用/熟悉团队软件开发流程和相关工具
3109,软件开发工程师,熟练掌握C/熟练掌握SQL语言/熟悉Mysql/熟悉Socket编程/熟悉TCP/熟悉各种数据结构和算法/熟悉软件开发流程/精通Hadoop
3110,iOS开发工程师,熟悉IOS相关架构/精通IOS原生应用开发/掌握混合应用开发技术/熟悉IOS的界面开发流程
3111,软件开发工程师,熟悉MES系统/精通C#软件开发/熟悉数据库/熟练运用存储过程
3112,实施工程师,熟悉主流数据库系统/精通SQL语言/熟悉或实施过鼎捷ERP
3113,逻辑工程师,熟悉通信原理/熟悉各种通信协议
3114,软件开发工程师,熟悉Android开发平台及框架原理/熟悉界面设计的某种原型工具/精通数据结构和算法优化
3115,网络工程师,熟悉TCP
3116,Epicor运维工程师,熟悉C#
3117,软件开发工程师,熟练使用VS2015/熟练使用/熟练使用sqlserver/熟练使用正则表达式/掌握C#.NET语言
3118,软件工程师,熟练使用C/熟练使用linux
3119,电子软件开发工程师,熟悉单片机项目的开发流程/熟悉单片机汇编和C语言程序设计/熟悉常用集成开发环境/了解各类常见接口协议/熟悉CAN
3120,Node.js开发工程师,熟悉Linux基本操作/精通数据库技术/熟悉WebSocket
3121,软件开发工程师,熟练使用常用的数据结构/熟悉面向对象的设计思想和方法/了解常见的设计模式和设计原则/了解嵌入式软件开发/掌握主流的一个或多个软件开发工具
3122,PLC电气工程师,熟练掌握两门以上PLC编程/熟练运用
3123,人工智能工程师,熟练掌握图像处理和模式识别的基本算法/熟练运用
3124,嵌入式软件开发工程师,掌握CPU的外围接口和相关的驱动开发/熟练掌握Linux/掌握软件模块化开发思想/熟练使用C/熟练阅读英文技术文档
3125,软件工程师,熟悉软件工程/熟悉C/熟悉计算机USB接口协议
3126,Web前端开发工程师,熟悉web前端技术/精通HTML5/熟悉SEO结构规范/熟悉移动端页面开发/熟悉手机端各种浏览器特性及开发规范/熟悉模块/熟练掌握AngularJS/熟悉响应布局/了解移动端适配原理/熟悉微信/掌握webpack构建工具技术
3127,图像算法工程师,熟练使用C++/熟练使用opencv
3128,JAVA软件工程师,精通Java语言理解OOP等编程思想/熟练掌握/精通Java语言理解OOP等编程思想/熟练使用ORACLE数据库/熟悉Tomcat或Weblogic/熟练掌握HTML5/掌握一种前端框架/熟悉分布式系统的设计和应用/熟悉分布式/熟练使用开发工具进行开发
3129,联盟链开发工程师,精通C/熟悉Socket网络编程/熟悉各种数据结构和算法/熟悉分布式/熟悉Linux/熟练掌握Docker/了解Fabric主要机制原理
3130,Android开发工程师,熟练阅读英文技术文档/熟悉ionic和Cordova框架/熟悉CSS
3131,sap工程师,熟悉SAP系统/熟悉SAP
3132,图像算法工程师,熟悉机器视觉工作原理/熟悉图像处理的各种算法
3133,Adas工程师,熟悉汽车诊断器相关技术/熟悉汽车电子产品
3134,.NET开发工程师,精通.net/熟练运用/熟悉SQL
3135,系统集成工程师,熟练安装各品牌服务器及存储设备/精通局域网建设/熟悉各种网络结构/熟练配置常用品牌的网络设备/了解常用安全设备
3136,EMC系统集成工程师,熟悉各种EMC标准
3137,软件工程师,熟练运用Eclipse/了解汽车车用控制器的开发流程/了解的
3138,软件开发工程师,熟练使用VC++/熟悉Oracle/熟悉Web系统开发/熟练使用/熟悉了解移动设备嵌入式GIS开发技术/精通Oracle/熟悉数据库建模/熟悉Web/熟悉weblogic集群的配置和管理
3139,软件工程师,掌握.NET平台和C#语言开发/熟练掌握C/熟悉ASP.NET/熟悉SQL/掌握Html
3140,系统开发工程师,熟悉JAVA/熟悉Oracle等常用数据库/熟练掌握Spring/熟悉软件开发流程
3141,linux驱动工程师,熟悉linux驱动框架模型/熟悉linux应用程序编写/熟悉android系统
3142,UI设计师,精通photoshop
3143,Java开发工程师,熟悉建筑工程项目流程/熟练使用HTML/熟悉MySQL数据库/熟练使用/熟练使用常用应用服务器
3144,java后端开发工程师,熟练掌握java核心编程技术/熟悉h5技术/掌握常用系统的设计和应用
3145,Python工程师,熟悉Python语言/熟悉自动化运维
3146,ERP工程师,掌握业务部门或用户的业务流程/精通供应链模块流程和系统运维/精通SQLServer/熟练掌握运用SQL语句/掌握数据库/了解NC6的数据字典
3147,软件测试工程师,熟悉数据库SQL语言
3148,嵌入式软硬件工程师,精通C语言编程/精通STM32系列单片机/熟悉无线通信开发流程
3149,Web前端开发工程师,熟练掌握HTML5/熟悉各种前端调试工具/精通各类主流浏览器对CSS/熟悉JavaScript/熟悉jQuery/了解其运行机制/熟练制作页面及交互效果
3150,Java开发工程师,熟练掌握Spring/熟悉Html5/熟练使用/熟悉Jquery/熟练的技术文档编写能力/熟练使用
3151,java开发工程师,熟练使用Java/熟悉java开源技术框架SSH/熟悉面向对象软件工程/熟悉Eclipse等开发工具/熟悉HTML/掌握主流JavaScript开发框架/熟悉JQuery/熟悉MySQL数据库
3152,三维扫描仪开发工程师,精通C++语言编程/熟悉计算机图形学/熟悉结构光
3153,区块链工程师,熟悉主流公链/熟悉共识算法或一致性算法/熟悉各种数据结构和算法/熟悉HTTP/熟悉密码学/熟悉使用C++
3154,Java开发工程师,精通Java语言/精通面向对象系统架构设计/熟悉一种以上数据库/熟悉SaaS架构/熟悉主流技术框架/精通微服务框架/熟悉电力系统及相关业务
3155,数据库开发工程师,了解数据库应用的业务需求/熟悉相关规范标准/精通关系数据库原理/熟悉数据库系统/精通一种常用编程语言/熟练掌握Linux/了解内部实现机制为最优/掌握数据库基本原理和知识/熟悉SQL语法规则和特点/熟练使用数据库/熟悉BIM
3156,HTML5开发工程师,精通HTML/精通一种主流开发框架/掌握HTTP相关网络协议/掌握浏览器原理/熟悉前端自动化
3157,iOS开发工程师,熟悉网络通信机制及常用数据传输协议
3158,PHP开发工程师,熟悉PHP/熟悉Mysql/熟悉Linux/熟悉yii框架/熟练使用Redis/熟悉html+css/熟练使用jQuery
3159,iOS开发工程师,熟悉MVC/熟练使用/熟悉iPhone
3160,PHP开发工程师,精通php语言/熟练使用Laravel框架/掌握一定的设计模式/熟悉一种或多种非关系型数据库/熟练使用Mysql/熟练使用git
3161,电气自动化工程师,熟练使用C语言/精通Labview编程等/熟悉测控原理
3162,运维工程师,精通Linux操作系统/熟练编写shell脚本/熟练部署和维护Linux服务器/熟悉网络安全/精通Mysql数据库/熟练使用
3163,平台开发工程师,熟悉html/熟练使用Word
3164,Devops运维工程师,熟悉公有云知识/熟悉至少一门开发语言/熟悉CI/熟悉脚本语言/熟悉容器和Orchestration/熟悉CA
3165,芯片系统工程师,熟悉芯片开发的全流程和相应工具/熟悉低功耗SoC设计/精通Verilog语言/熟悉汇编语言
3166,Java资深开发工程师,熟悉IO/熟练掌握Spring/了解其工作原理/熟练掌握
3167,ISP开发工程师,熟练掌握C/熟悉linux驱动开发/了解6.有良好的沟通技能
3168,软件开发工程师,精通JAVA/熟悉Spring/了解Oracle
3169,嵌入式软件工程师,熟悉STM32系列单片机/熟悉嵌入式系统/熟悉一种/熟练的英文阅读能力
3170,研发工程师,精通C/熟悉常见的数据结构/熟悉面向对象技术/熟悉常见的设计模式/了解TCP/精通单片机编程/熟悉电路原理图/熟练开发/熟练使用/熟悉软件测试流程
3171,ETL工程师,熟悉LINUX常用命令
3172,前端开发工程师,精通html/精通React/熟悉webpack/熟悉业务
3173,Android开发工程师,熟悉蓝牙/精通Android/精通Android系统UI设计/熟悉常用布局/熟悉Android控件/熟练掌握XML/熟悉当前流行的第三方开源库/熟悉Linux系统操作系统编程
3174,Java开发工程师,精通java语言/熟悉springboot框架/熟悉常用linux操作系统的常用命令
3175,PHP开发工程师,精通php/熟悉Javascript/了解Ajax技术/熟悉linux操作系统和安全性能/熟悉服务器
3176,软件工程师,了解客户应用和系统/了解光学和摄像头基础知识
3177,3D美术师,熟练使用/熟练使用各种最新插件/熟悉UE4引擎
3178,系统集成软件开发工程师,熟悉各类接口电路的通讯协议及调用
3179,Unity3d开发工程师,熟练使用C#/熟练使用/熟练度
3180,Web前端开发工程师,掌握webpack/熟悉模块
3181,后台开发工程师,熟悉常规Java开源框架/熟悉分布式系统的设计和应用/熟悉分布式/熟悉微服务/精通Java编码/熟悉UML
3182,ERP工程师,了解软件产品实现过程/精通Excel/熟悉java语言/了解SQLl数据库
3183,Python开发工程师,精通Python开发/熟悉MVC架构/熟悉常用设计模式/熟练使用mysql/熟悉mysql的各种存储引擎/熟悉索引工作原理/熟练使用websocket/熟悉docker/熟悉Linux系统
3184,软件开发工程师,熟练掌握C#
3185,前端开发工程师,熟练掌握JavaScript/熟悉Vue
3186,资深嵌入式软件工程师,熟悉系统初始化流程/精通C/熟悉内存管理/掌握嵌入式平台开发技巧/熟练掌握相关协议
3187,Java开发工程师,熟练使用Java/熟悉一种基于MVC的开发框架/熟悉UML
3188,多媒体软件开发工程师,熟练掌握C/掌握X86或ARM平台的编程性能优化/熟练使用至少一种性能加速库
3189,.NET开发工程师,精通.Net平台开发/精通C#语言/熟悉MySQL
3190,Java开发工程师,熟悉底层/了解SpringBoot
3191,Python开发工程师,熟悉Python/熟练使用/熟悉MySQL/了解Etcd/了解docker容器
3192,Android开发工程师,熟悉Android应用开发框架/了解android各版本间的差异/熟悉git版本控制/熟悉android下网络通讯机制
3193,ETL开发工程师,熟悉Oracle/熟练使用SQL/熟悉Linux平台/熟悉shell编程
3194,移动APP开发工程师,熟悉安卓/熟悉移动端
3195,Android应用工程师,熟悉android开发/熟悉ISO8583协议/熟悉金融POS的工作原理和流程
3196,Android开发工程师,熟练使用java语言/熟悉app的整个发布流程/熟悉网络编程/精通Android的SDK/熟悉App性能调优
3197,软件工程师,了解应急处理的方法/掌握设备搬迁关键点
3198,ETL开发工程师,熟悉oracle数据库/熟练使用/熟悉fine-report/了解主流ETL工具/熟悉一种主流ETL产品
3199,Java开发工程师,熟悉软件开发流程/精通Java语言/熟悉Struts2/熟悉Oracle/熟悉Tomcat
3200,软件开发工程师,精通.net开发技术/熟练掌握c#开发语言/熟悉一种以上开发语言的/了解html/了解基本工业通讯
3201,Java前端开发工程师,精通Html/熟悉H5开发技术/熟悉Java
3202,系统开发工程师,熟悉单片机/熟悉集成开发环境/熟悉使用电路设计软件
3203,PHP开发工程师,精通PHP编程/精通MySQL数据库/熟悉PHP面向对象的开发方式/熟练使用Javascript
3204,ARM开发工程师,熟练掌握/熟练掌握数据结构和相关算法/熟悉多线程
3205,Android软件工程师,精通JAVA/精通Android开发平台及框架原理/熟练掌握Android界面和交互开发/熟悉地图控件的使用
3206,嵌入式工程师,熟悉模拟电子技术等硬件知识/了解处理器体系结构
3207,软件工程师,熟练掌握嵌入式/熟练掌握PC平台界面开发软件
3208,GIS研发工程师,熟悉ESRI系列产品/熟悉.net平台/精通c#开发语言/熟悉主流数据库/熟练使用Oracle
3209,嵌入式软件工程师,精通C语言嵌入式编程/熟悉STM32F3/熟悉基本的数据结构/了解基本的软硬件开发流程
3210,Java开发工程师,熟练运用/掌握SVN
3211,嵌入式开发应用工程师,掌握C语言/熟悉LINUX应用程序的开发/熟悉常用的外设读写操作/熟悉ARM或STM32架构
3212,ASP.NET软件工程师,掌握C#开发语言及Asp.net开发/熟练应用Ajax/熟悉SQL语句/熟练掌握至少一种关系型数据库系统
3213,嵌入式硬件工程师,熟悉OPENWRT系统的开发/熟悉路由器软件架构/熟悉以太网相关业务/熟悉无线路由器的各项性能参数/了解无线性能的测试方案/熟悉MTK
3214,大数据开发工程师,掌握Java语言/熟悉Hadoop
3215,数据分析师,精通Excel各项分析与统计
3216,软件工程师,精通java/精通SQL/熟练使用MySQL/熟悉Tomcat等应用服务器/熟悉微信小程序/熟悉主流软件设计模式
3217,软件开发工程师,精通JAVA/熟悉设计开发模式/精通HTML5/精通MySQL
3218,PHP开发工程师,精通PHP语言/熟练JAVA语言/熟悉主流开发框架及其原理/熟练MySQL/掌握常用MySQL调优方法/熟悉Linux环境下的项目开发和部署/熟悉大型网站构架和性能优化/熟悉各种Web缓存技术/掌握MVC和常用设计模式/熟练应用HTML
3219,ruby研发工程师,熟悉前端技术/熟练使用git/熟悉Nginx配置
3220,PHP开发工程师,精通一种MVC框架/精通一种/精通html
3221,PHP开发工程师,熟练掌握/熟练使用
3222,嵌入式软件工程师,掌握所负责产品的需求/掌握公司已有产品的软件程序代码/精通C语言和嵌入式软件开发/熟悉IAR等集成开发工具/熟悉单片机/熟悉嵌入式平台系统编程和调试/熟悉模电和数电/熟悉常见的元器件的性能
3223,linux驱动软件工程师,熟练掌握C/掌握计算机工作原理/熟练阅读英文技术文献和数据手册
3224,QT软件工程师,熟练运用/掌握了面向对象的设计思想/熟练运用QT/熟悉QT应用开发框架和消息传递机制/熟悉Linux/熟悉mysql/熟悉网络编程/熟悉多线程编程
3225,大数据架构师,精通Hadoop
3226,C#开发工程师,熟练掌握C#开发技能/熟练使用C#进行WINFORM开发/了解TCP
3227,工具开发工程师,熟悉移动通信相关的AT命令集/熟练串口通信编程/熟悉高通/熟悉GPIB命令编程/熟悉8960/熟悉主要的射频测试参数
3228,空天地网络算法工程师,掌握Matlab
3229,AR开发工程师,熟练掌握/熟练掌握
3230,ASP.NET开发工程师,熟练使用VisualStudio/熟悉MVC/熟练使用/熟悉T-SQL/了解面向对象编程
3231,软件开发工程师,精通C/熟悉WINDOWS/熟悉QT
3232,软件研发工程师,熟悉C
3233,Android开发工程师,精通Java/熟悉Android开发环境/熟悉Android/熟悉Web
3234,java后端开发工程师,熟练掌握
3235,EBS开发工程师,熟悉ORACLE/精通Oracle/熟悉Oracle
3236,oracle数据库工程师,精通ORACLE数据库体系结构/精通oracle备份恢复技术/精通oracle分区表技术/熟悉shell&python编程/熟悉SQL/熟悉oracle数据库的安全特性
3237,软件开发工程师,熟练掌握开发的软件项目的相关软件技术/熟练掌握两到三种开发工具的使用/熟练掌握1种以上的数据库编程/熟练掌握SQL的基本语法/熟练使用一种以上的操作系统
3238,Android开发工程师,熟悉数据结构及算法/熟练掌握JavaScript
3239,PHP开发工程师,精通HTML/精通php基础/熟悉数据库/熟悉LNMP/熟悉Laravel框架/熟悉redis各场景应用/了解Swoole
3240,软件实施工程师,了解ERP信息化管理行业
3241,算法工程师,熟悉机器学习和深度学习原理与算法
3242,Java开发工程师,熟悉多线程/掌握SpringBoot/熟悉电商行业
3243,后端开发工程师,了解原理和机制/熟悉分布式系统的设计和应用/熟悉分布式/熟悉常用设计模式/掌握多线程及高性能的设计与编码/精通Oracle/熟练掌握
3244,视觉处理工程师,熟悉Halcon和C#/熟悉图像处理的基本原理
3245,Android开发工程师,掌握Android/熟悉TCP
3246,数据库开发工程师,精通SQL基本语法/熟悉SQL/掌握ETL基本流程/掌握一种数据处理脚本语言/了解hadoop
3247,安卓驱动工程师,熟悉相关芯片文档/熟悉嵌入式系统驱动开发/熟练阅读原理图/熟悉Android
3248,Java开发工程师,精通spring框架/熟悉其事务机制/熟练应用Linux操作系统/熟悉GIT/掌握Spring/熟悉软件设计流程和软件工程规范/熟悉mysql数据库/熟练编写SQL语句及sql优化
3249,Java开发工程师,精通Java/熟练使用SpringMVC/熟悉数据库开发/熟练的SQL编写能力
3250,Java开发工程师,熟练的进行技术分析/精通java语言/熟悉spring/熟练掌握/掌握SQL语言/熟悉Oracle/熟悉分布式系统的设计和应用/熟悉分布式
3251,软件工程师,熟练汽车网络通信技术/熟悉CAN总线网络通信协议/熟悉ST开发平台/熟悉潜入式软件开发/熟练掌握C/熟悉ST平台开发环境及相关应用/了解OBD行业
3252,互联网数据分析师,精通互联网产品交互设计的相关流程
3253,算法工程师,精通数字信号处理理论和方法/熟悉Python
3254,网络运维工程师,掌握网络基础知识/熟悉TCP/熟练使用C/熟悉linux
3255,Web前端开发工程师,精通DIV+CSS3布局页面/熟悉W3C标准/熟悉HTML5/熟悉各主流浏览/精通JavaScript语言/熟练使用Webpack构建工具
3256,软件开发工程师,熟悉.Net/熟练使用开发工具/精通WPF开发和XAML技术/熟悉ASP.Net应用程序开发/精通多线程/掌握Framework框架开发/熟悉ADO.NET/熟悉帆软报表开发
3257,图像算法工程师,掌握图像处理编程技术及软件工程化知识/熟练掌握C/熟练使用图像分析工具/熟练使用英语/熟练使用数值分析
3258,数据仓库工程师,熟悉数据仓库各类模型建模理论/了解数据仓库数据分层架构/熟练使用Hadoop
3259,软件工程师,掌握java语言/了解数据结构和算法/熟悉python语言
3260,数据库开发工程师,熟练掌握Oracle/熟悉OPP/熟悉JAVA语言基础/熟练应用CASE设计工具/熟练编写存储过程/熟悉DBA基础知识/熟悉数据库
3261,协议软件工程师,了解通信原理/熟练使用git/熟悉MTK
3262,大数据工程师,熟悉Hadoop/熟练掌握java/熟练掌握Linux系统
3263,Java开发工程师,熟练掌握JavaScript语言/熟练掌握Jquery/熟练使用echart等前端插件/掌握.NET/熟练掌握Oracle/熟悉TOMCAT/熟练运用Eclipse/熟悉SQL/熟悉Javascript
3264,ARM工程师,精通C/精通相关软硬件平台及其开发环境/熟悉设备树开发/熟悉Linux内核/熟悉Linux
3265,视觉软件开发工程师,熟悉机器视觉硬件选型/精通一种开发语言
3266,数据分析师,精通Excel
3267,电机控制软件工程师,熟悉电机控制系统/熟练掌握电机空间矢量算法/熟练使用C语言/熟练掌握PID控制方法
3268,Unity3D开发工程师,精通Unity3D引擎架构/精通C#
3269,前端开发工程师,精通HTML5/精通JavaScript/掌握面向对象编程思想/熟悉ES6语法对js框架应用
3270,Python开发工程师,精通SQL编写/熟悉数据库技术/了解redis缓存技术/熟悉Linux开发环境/熟悉JavaScript
3271,自动化立库电控工程师,熟悉智能仓库设备
3272,Java开发工程师,精通JAVA开发语言/熟悉JavaScript/熟练使用Eclipse/熟悉linux系统
3273,Web前端工程师,了解主流前端框架/熟悉VUE.JS/精通面向对象/精通HTML5/熟悉不同浏览器间的差异/熟练写出兼容各种浏览器的代码/熟悉常见的前端构建工具/熟悉前端代码的重构方法和性能优化/熟悉ES6+特性/熟练掌握/熟悉混合开发/了解vue/熟悉HTTP协议/熟悉W3C标准及规范/了解网站性能优化
3274,嵌入式单片机工程师,熟悉51系列单片机及外围电路/熟悉数字电路/熟悉单片机/熟悉汇编/精通C语言
3275,多媒体开发工程师,精通Android/熟练理解代码版本控制工具
3276,Web前端开发工程师,熟练掌握html/熟练掌握流行的web框架
3277,软件开发工程师,了解IT网络系统硬件/熟练使用/熟悉掌握C#/掌握SQL
3278,JAVA软件开发工程师,熟悉常用设计模式/熟练掌握常用算法/熟悉JAVA编程语言/熟练使用Spring/熟悉SQL及优化/熟练使用Mysql数据库/熟悉Dubbo/熟练使用Redis缓存/熟悉Linux/熟练使用消息中间件
3279,JAVA软件工程师,熟练掌握JAVA语言和常用开发环境/熟悉面向对象编程思想/熟悉Spring/熟练使用/熟练使用SVN等版本控制工具/熟练掌握数据库原理及SQL语言/熟练掌握Oracle
3280,算法工程师,精通Java/熟悉主流深度学习框架/熟悉运筹优化领域的主要问题及其算法/熟悉常用的数据挖掘算法和机器学习算法
3281,iOS开发工程师,熟悉Objective-C语言/熟练使用Xcode开发项目/熟悉iOS系统的多线程机制/了解iOS系统的事件响应机制/了解OC的内存管理方式/熟悉HTTP等的网络通信协议/熟练使用各类主流的OC开源框架和控件
3282,虚拟化工程师,熟悉微软的系统和应用
3283,爬虫开发工程师,熟悉采集系统的调度策略/熟练掌握Java/熟练使用正则表达式/熟悉爬虫抓取原理及技术/熟悉搜索引擎
3284,HTML5开发工程师,熟悉微信平台接口/熟悉微信生态及微信小程序生态/精通前端基本技术/熟练掌握至少一种常用前端框架/熟悉HTTP协议/了解TCP/熟悉各种Web标准规范
3285,实施工程师,了解市场状态
3286,Java开发工程师,熟悉目前公司已有的各种框架/掌握各框架的原理/熟练掌握springboot/熟练掌握SQL/掌握JS/熟悉git代码管理工具
3287,运维工程师,精通Linux系统/精通Spring/精通多种开源软件/熟悉关系数据库原理
3288,Android开发工程师,熟悉不同安卓设备UI适配技术
3289,数字中台应用架构师,了解行业现状及发展趋势的基础上/精通java体系常用技术和解决方案
3290,开发工程师,熟悉微信公众号/精通风险控制/精通H5前端框架/掌握其原理/熟悉JAVA编程/熟悉一种数据库/熟悉LINUX的应用和服务器部署
3291,Java开发工程师,精通设计模式/熟练掌握/熟练掌握
3292,大数据开发工程师,掌握一种主流数据库/精通JAVA语言/掌握PHP/掌握Hadoop
3293,软件工程师,精通STM32工作原理/熟练掌握C/熟悉手机APP制作
3294,Android开发工程师,熟练使用Java语言/熟悉面向对象编程设计/掌握Android开发常用框架及工具
3295,前端开发工程师,精通HTML5/熟练掌握ES6/熟练掌握Vue的开发流程/熟练运用/掌握微信
3296,深度学习算法工程师,熟练使用至少一门编程语言/熟悉常用算法和数据结构/熟悉多线程编程技术/熟练掌握C/熟悉模板使用/熟练使用OpenCV/熟悉图像理解/熟悉物体/熟悉cnn/熟悉Caffe/熟悉图像视频分析识别和训练优化模型
3297,Java开发工程师,熟悉linux系统/熟悉服务器/精通spring/熟悉多线程编程/熟练使用mysql数据库/熟悉分布式系统设计应用
3298,FPGA开发工程师,熟悉FPGA开发流程及仿真工具/熟练掌握/掌握FPGA设计方法/熟悉相关开发工具/熟练使用示波器/熟悉器件架构和IO电气特性/熟练配置/熟悉C
3299,软件工程师转行金融分析师,熟练掌握软件工程各个过程/熟悉软件技术文档的编写
3300,Android开发工程师,精通Android/熟练掌握/熟练掌握Android各种调优工具/熟练掌握IO/掌握Android
3301,嵌入式软件工程师,熟练使用C
